Country,Position,Date,Song title,Song author 
Japan,20,2004-10-30,Kimi No Machi Made,Asian Kung-fu Generation
Japan,1,2004-10-23,Omoi Ga Kasanaru Sono Maeni,Ken Hirai
Japan,2,2004-10-23,Carols,Ayumi Hamasaki
Japan,3,2004-10-23,Hana,Orange Range
Japan,4,2004-10-23,Tasogare Surround,Rip Slyme
Japan,5,2004-10-23,Girl Talk,Namie Amuro
Japan,6,2004-10-23,Stnan,Tokyo Jihen
Japan,7,2004-10-23,Katachi Aru Mono,Kou Shibasaki
Japan,8,2004-10-23,Daisuki Dayo,Ai Otsuka
Japan,9,2004-10-23,Shiki,W-inds
Japan,10,2004-10-23,Mickey,Gorie With Jasmine & Joann
Japan,11,2004-10-23,Sister,Porno Graffitti
Japan,12,2004-10-23,Sunrise,Bennie K
Japan,13,2004-10-23,Eienni Tomoni,Kobukuro
Japan,14,2004-10-23,Legend,Mika Nakashima
Japan,15,2004-10-23,Kimi No Machi Made,Asian Kung-fu Generation
Japan,16,2004-10-23,Watarase Bashi,Aya Matsuura
Japan,17,2004-10-23,Robo Kiss,W
Japan,18,2004-10-23,American Idiot,Green Day
Japan,1,2004-10-16,Omoi Ga Kasanaru Sono Maeni,Ken Hirai
Japan,2,2004-10-16,Carols,Ayumi Hamasaki
Japan,3,2004-10-16,Tasogare Surround,Rip Slyme
Japan,4,2004-10-16,Katachi Aru Mono,Kou Shibasaki
Japan,5,2004-10-16,Sister,Porno Graffitti
Japan,6,2004-10-16,Kimi No Machi Made,Asian Kung-fu Generation
Japan,7,2004-10-16,Mickey,Gorie With Jasmine & Joann
Japan,8,2004-10-16,Sunrise,Bennie K
Japan,9,2004-10-16,Renai Sentai Sitsu-ranger,Nochiuranatsumi
Japan,1,2004-10-09,Carols,Ayumi Hamasaki
Japan,1,2004-09-25,Sister,Porno Graffitti
Japan,1,2004-09-18,Sister,Porno Graffitti
Japan,1,2004-09-11,Katachi Aru Mono,Kou Shibasaki
Japan,2,2004-09-11,Hanakaze,Aiko
Japan,3,2004-09-11,Arigato,B'z 
Japan,4,2004-09-11,Chest,Orange Range
Japan,5,2004-09-11,Quincy,Boa
Japan,6,2004-09-11,Kimi Ni Bump,Ketsumeishi
Japan,7,2004-09-11,Sister,Porno Graffitti
Japan,1,2004-09-04,Katachi Aru Mono,Kou Shibasaki
Japan,2,2004-09-04,Chest,Orange Range
Japan,3,2004-09-04,Kimi Ni Bump,Ketsumeishi
Japan,4,2004-09-04,Kingyo Hanabi,Ai Otsuka
Japan,5,2004-09-04,Arigato,B'z 
Japan,6,2004-09-04,Hanakaze,Aiko
Japan,7,2004-09-04,Hitomi Nonakano Galaxy,Arashi
Japan,8,2004-09-04,Eikt No Kakehashi,Yuzu
Japan,9,2004-09-04,Heart Of Gold,Exile
Japan,10,2004-09-04,Lost Angel,Day After Tomorrow
Japan,11,2004-09-04,Home Sweet Home,Yuki
Japan,12,2004-09-04,Rewrite,Asian Kung-fu Generation
Japan,13,2004-09-04,Naniwa Iroha Bushi,Kanjani 8
Japan,14,2004-09-04,Quincy,Boa
Japan,15,2004-09-04,Nanto Iu,Tamio Okuda
Japan,16,2004-09-04,Kimi Koso Star Da,Southern All Stars
Japan,17,2004-09-04,Easy Breezy,Hikaru Utada
Japan,18,2004-09-04,Inspire,Ayumi Hamasaki
Japan,19,2004-09-04,36do Sen,Chage & Aska
Japan,20,2004-09-04,Bedama Btenkyt,Masayoshi Yamazaki
Japan,1,2004-08-28,Katachi Aru Mono,Kou Shibasaki
Japan,2,2004-08-28,Kimi Ni Bump,Ketsumeishi
Japan,3,2004-08-28,Kingyo Hanabi,Ai Otsuka
Japan,4,2004-08-28,Kimi Koso Star Da,Southern All Stars
Japan,5,2004-08-28,Inspire,Ayumi Hamasaki
Japan,6,2004-08-28,Hitomi Nonakano Galaxy,Arashi
Japan,1,2004-08-21,Kimi Ni Bump,Ketsumeishi
Japan,2,2004-08-21,Blue Jean,Glay
Japan,3,2004-08-21,Inspire,Ayumi Hamasaki
Japan,4,2004-08-21,Katachi Aru Mono,Kou Shibasaki
Japan,5,2004-08-21,Kimi Koso Star Da,Southern All Stars
Japan,1,2004-08-14,Blue Jean,Glay
Japan,2,2004-08-14,Kimi Koso Star Da,Southern All Stars
Japan,3,2004-08-14,Kimi Ni Bump,Ketsumeishi
Japan,4,2004-08-14,Inspire,Ayumi Hamasaki
Japan,5,2004-08-14,Rewrite,Asian Kung-fu Generation
Japan,6,2004-08-14,Eikt No Kakehashi,Yuzu
Japan,7,2004-08-14,Thunderbird,V6
Japan,8,2004-08-14,Niji,Masaharu Fukuyama
Japan,1,2004-08-07,Kimi Koso Star Da,Southern All Stars
Japan,2,2004-08-07,Inspire,Ayumi Hamasaki
Japan,3,2004-08-07,Kimi Ni Bump,Ketsumeishi
Japan,4,2004-08-07,Blue Jean,Glay
Japan,5,2004-08-07,Eikt No Kakehashi,Yuzu
Japan,6,2004-08-07,Wonderland,Koushi Inaba
Japan,7,2004-08-07,Niji,Masaharu Fukuyama
Japan,8,2004-08-07,Locolotion,Orange Range
Japan,9,2004-08-07,Rewrite,Asian Kung-fu Generation
Japan,10,2004-08-07,Only Lonely Glory,Bump Of Chicken
Japan,11,2004-08-07,Hitomi Wo Tojite,Ken Hirai
Japan,12,2004-08-07,Thunderbird,V6
Japan,13,2004-08-07,Happy Days,Ai Otsuka
Japan,14,2004-08-07,Go,Shakalabbits
Japan,15,2004-08-07,All For You,Namie Amuro
Japan,16,2004-08-07,Glory Colors,Zone
Japan,17,2004-08-07,Web Of Night,T.m.revolution
Japan,18,2004-08-07,Kokoro Odoru,Nobodyknows
Japan,19,2004-08-07,Joshi Kashimashi Monogatari,Morning Musume
Japan,20,2004-08-07,Yyyake Falsetto,175r
Japan,1,2004-07-31,Kimi Koso Star Da,Southern All Stars
Japan,2,2004-07-31,Wonderland,Koushi Inaba
Japan,3,2004-07-31,Eikt No Kakehashi,Yuzu
Japan,4,2004-07-31,Only Lonely Glory,Bump Of Chicken
Japan,5,2004-07-31,Locolotion,Orange Range
Japan,6,2004-07-31,Joshi Kashimashi Monogatari,Morning Musume
Japan,7,2004-07-31,Happy Days,Ai Otsuka
Japan,8,2004-07-31,Inspire,Ayumi Hamasaki
Japan,9,2004-07-31,Galaxy,Rip Slyme
Japan,10,2004-07-31,Hitomi Wo Tojite,Ken Hirai
Japan,11,2004-07-31,Kimi Ni Bump,Ketsumeishi
Japan,12,2004-07-31,All For You,Namie Amuro
Japan,13,2004-07-31,Web Of Night,T.m.revolution
Japan,14,2004-07-31,Mirage In Blue,Chemistry
Japan,15,2004-07-31,Kokoro Odoru,Nobodyknows
Japan,16,2004-07-31,Yyyake Falsetto,175r
Japan,17,2004-07-31,Go,Shakalabbits
Japan,18,2004-07-31,Niji,Masaharu Fukuyama
Japan,19,2004-07-31,Namae Nonai Sora Wo Miagete,Misia
Japan,20,2004-07-31,Shade,Dragon Ash
Japan,1,2004-07-24,Only Lonely Glory,Bump Of Chicken
Japan,2,2004-07-24,Kimi Koso Star Da,Southern All Stars
Japan,3,2004-07-24,Wonderland,Koushi Inaba
Japan,4,2004-07-24,Locolotion,Orange Range
Japan,5,2004-07-24,Happy Days,Ai Otsuka
Japan,6,2004-07-24,Mirage In Blue,Chemistry
Japan,7,2004-07-24,Galaxy,Rip Slyme
Japan,8,2004-07-24,Hitomi Wo Tojite,Ken Hirai
Japan,9,2004-07-24,Shade,Dragon Ash
Japan,10,2004-07-24,Your Song,Aya Matsuura
Japan,11,2004-07-24,Eikt No Kakehashi,Yuzu
Japan,12,2004-07-24,Real World,Exile
Japan,13,2004-07-24,Joshi Kashimashi Monogatari,Morning Musume
Japan,14,2004-07-24,Sign,Mr Children
Japan,15,2004-07-24,Namae Nonai Sora Wo Miagete,Misia
Japan,16,2004-07-24,Kokoro Odoru,Nobodyknows
Japan,17,2004-07-24,Daitanni Ikimasht Heart & Soul,Nami Tamaki
Japan,18,2004-07-24,All For You,Namie Amuro
Japan,19,2004-07-24,Bamba No Chytart,Kiyoshi Hikawa
Japan,20,2004-07-24,Saku,Dir En Grey
Japan,1,2004-07-17,Only Lonely Glory,Bump Of Chicken
Japan,2,2004-07-17,Mirage In Blue,Chemistry
Japan,3,2004-07-17,Locolotion,Orange Range
Japan,4,2004-07-17,Galaxy,Rip Slyme
Japan,5,2004-07-17,Happy Days,Ai Otsuka
Japan,6,2004-07-17,Kokoro Odoru,Nobodyknows
Japan,7,2004-07-17,Sign,Mr Children
Japan,8,2004-07-17,Hitomi Wo Tojite,Ken Hirai
Japan,9,2004-07-17,Real World,Exile
Japan,10,2004-07-17,Namae Nonai Sora Wo Miagete,Misia
Japan,11,2004-07-17,Wonderland,Koushi Inaba
Japan,12,2004-07-17,Your Song,Aya Matsuura
Japan,13,2004-07-17,Shade,Dragon Ash
Japan,14,2004-07-17,Yokohama Shinkirt,Maki Goto
Japan,15,2004-07-17,Magenta Magenta,Soul'd Out
Japan,16,2004-07-17,Kimi Koso Star Da,Southern All Stars
Japan,17,2004-07-17,Bamba No Chytart,Kiyoshi Hikawa
Japan,18,2004-07-17,Hare Densetsu,Shonannokaze
Japan,19,2004-07-17,Top Of The Summer,D-51
Japan,20,2004-07-17,Saku,Dir En Grey
Japan,1,2004-07-10,Locolotion,Orange Range
Japan,2,2004-07-10,Sign,Mr Children
Japan,3,2004-07-10,Hitomi Wo Tojite,Ken Hirai
Japan,4,2004-07-10,Real World,Exile
Japan,5,2004-07-10,Kokoro Odoru,Nobodyknows
Japan,6,2004-07-10,Mirage In Blue,Chemistry
Japan,7,2004-07-10,Only Lonely Glory,Bump Of Chicken
Japan,8,2004-07-10,Happy Days,Ai Otsuka
Japan,9,2004-07-10,Galaxy,Rip Slyme
Japan,10,2004-07-10,Natsumatsuri,Tube
Japan,11,2004-07-10,Hana,Rag Fair
Japan,12,2004-07-10,Namae Nonai Sora Wo Miagete,Misia
Japan,13,2004-07-10,Skywalker,Tamio Okuda
Japan,14,2004-07-10,Densetsu No Otoko,Hanawa
Japan,15,2004-07-10,Yokohama Shinkirt,Maki Goto
Japan,16,2004-07-10,Kakegaenonai Mono,Zard
Japan,1,2004-07-03,Locolotion,Orange Range
Japan,2,2004-07-03,Sign,Mr Children
Japan,3,2004-07-03,Hitomi Wo Tojite,Ken Hirai
Japan,4,2004-07-03,Kokoro Odoru,Nobodyknows
Japan,1,2004-06-26,Locolotion,Orange Range
Japan,2,2004-06-26,Sign,Mr Children
Japan,3,2004-06-26,Hitomi Wo Tojite,Ken Hirai
Japan,1,2004-06-19,Sign,Mr Children
Japan,2,2004-06-19,Hitomi Wo Tojite,Ken Hirai
Japan,3,2004-06-19,Locolotion,Orange Range
Japan,1,2004-06-12,Sign,Mr Children
Japan,2,2004-06-12,Hitomi Wo Tojite,Ken Hirai
Japan,1,2004-06-05,Sign,Mr Children
Japan,2,2004-06-05,Hitomi Wo Tojite,Ken Hirai
Japan,3,2004-06-05,Tenshi No Wakemae,Glay
Japan,4,2004-06-05,Kimi Wa Tomodachi,Ken Hirai
Japan,5,2004-06-05,Kibt,News
Japan,6,2004-06-05,Carry On,Exile
Japan,1,2004-05-29,Hitomi Wo Tojite,Ken Hirai
Japan,2,2004-05-29,Tenshi No Wakemae,Glay
Japan,3,2004-05-29,Kibt,News
Japan,4,2004-05-29,Carry On,Exile
Japan,5,2004-05-29,Banzai,B'z 
Japan,6,2004-05-29,Ashita E Kakeru Hashi,Mai Kuraki
Japan,7,2004-05-29,Loop & Loop,Asian Kung-fu Generation
Japan,8,2004-05-29,Darekano Negai Ga Kanau Koro,Hikaru Utada
Japan,9,2004-05-29,Kimi Wa Tomodachi,Ken Hirai
Japan,10,2004-05-29,Sign,Mr Children
Japan,11,2004-05-29,Namida,Ketsumeishi
Japan,12,2004-05-29,Bokura Wa Shizukani Kieteiku,Masayoshi Yamazaki
Japan,13,2004-05-29,Don't Tell Me,Avril Lavigne
Japan,14,2004-05-29,Start,Rina Aiuchi
Japan,15,2004-05-29,Dolls,Janne Da Arc
Japan,16,2004-05-29,Roman,Morning Musume
Japan,17,2004-05-29,Romance,Janne Da Arc
Japan,18,2004-05-29,Cutie Honey,Kumi Koda
Japan,19,2004-05-29,Himitsu,Shikao Suga
Japan,20,2004-05-29,Hana Wa Karete Mata Saku,Sophia
Japan,1,2004-05-22,Hitomi Wo Tojite,Ken Hirai
Japan,2,2004-05-22,Darekano Negai Ga Kanau Koro,Hikaru Utada
Japan,3,2004-05-22,Kibt,News
Japan,4,2004-05-22,Banzai,B'z 
Japan,5,2004-05-22,Namida,Ketsumeishi
Japan,6,2004-05-22,Carry On,Exile
Japan,7,2004-05-22,Tenshi No Wakemae,Glay
Japan,8,2004-05-22,Roman,Morning Musume
Japan,9,2004-05-22,Kaban,Aiko
Japan,10,2004-05-22,Ashita E Kakeru Hashi,Mai Kuraki
Japan,11,2004-05-22,Aya,Southern All Stars
Japan,12,2004-05-22,Loop & Loop,Asian Kung-fu Generation
Japan,13,2004-05-22,Motherland,Crystal Kay
Japan,14,2004-05-22,Go!!!,Flow
Japan,15,2004-05-22,Dolls,Janne Da Arc
Japan,16,2004-05-22,Himitsu,Shikao Suga
Japan,17,2004-05-22,Kimi Wa Tomodachi,Ken Hirai
Japan,18,2004-05-22,Tabi No Tochy,Sophia
Japan,19,2004-05-22,Don't Tell Me,Avril Lavigne
Japan,20,2004-05-22,Bokura Wa Shizukani Kieteiku,Masayoshi Yamazaki
Japan,1,2004-05-15,Hitomi Wo Tojite,Ken Hirai
Japan,2,2004-05-15,Darekano Negai Ga Kanau Koro,Hikaru Utada
Japan,3,2004-05-15,Banzai,B'z 
Japan,4,2004-05-15,Namida,Ketsumeishi
Japan,5,2004-05-15,Kaban,Aiko
Japan,6,2004-05-15,Aya,Southern All Stars
Japan,7,2004-05-15,Go!!!,Flow
Japan,8,2004-05-15,Kibt,News
Japan,9,2004-05-15,Carry On,Exile
Japan,10,2004-05-15,Roman,Morning Musume
Japan,11,2004-05-15,"1,000,000 Monsters Attack",Soul'd Out
Japan,12,2004-05-15,Dream X Dream,Rina Aiuchi
Japan,13,2004-05-15,Arue,Bump Of Chicken
Japan,14,2004-05-15,Mascara Matsuge,Dreams Come True
Japan,15,2004-05-15,Ikitoshiikerumono E,Naotarou Moriyama
Japan,16,2004-05-15,Moments,Ayumi Hamasaki
Japan,17,2004-05-15,Himitsu,Shikao Suga
Japan,18,2004-05-15,My Band,D12 & Eminem
Japan,19,2004-05-15,Motherland,Crystal Kay
Japan,20,2004-05-15,Tabi No Tochy,Sophia
Japan,1,2004-05-08,Darekano Negai Ga Kanau Koro,Hikaru Utada
Japan,2,2004-05-08,Hitomi Wo Tojite,Ken Hirai
Japan,3,2004-05-08,Aya,Southern All Stars
Japan,4,2004-05-08,Namida,Ketsumeishi
Japan,5,2004-05-08,Kaban,Aiko
Japan,6,2004-05-08,Banzai,B'z 
Japan,7,2004-05-08,Arue,Bump Of Chicken
Japan,8,2004-05-08,Moments,Ayumi Hamasaki
Japan,9,2004-05-08,Dream X Dream,Rina Aiuchi
Japan,10,2004-05-08,Mascara Matsuge,Dreams Come True
Japan,11,2004-05-08,Go!!!,Flow
Japan,12,2004-05-08,Sound Of Music,Tamio Okuda
Japan,13,2004-05-08,"1,000,000 Monsters Attack",Soul'd Out
Japan,14,2004-05-08,Yasashii Uta Ga Utaenai,Noriyuki Makihara
Japan,15,2004-05-08,Ikitoshiikerumono E,Naotarou Moriyama
Japan,16,2004-05-08,Old Fashioned Love Song,Rag Fair
Japan,17,2004-05-08,My Band,D12 & Eminem
Japan,18,2004-05-08,Siren,Asian Kung-fu Generation
Japan,19,2004-05-08,Subete Ga Boku No Chikaraninaru!,Kuzu
Japan,20,2004-05-08,Paddle,Mr Children
Japan,1,2004-05-01,Aya,Southern All Stars
Japan,2,2004-05-01,Darekano Negai Ga Kanau Koro,Hikaru Utada
Japan,3,2004-05-01,Namida,Ketsumeishi
Japan,4,2004-05-01,Arue,Bump Of Chicken
Japan,5,2004-05-01,Mascara Matsuge,Dreams Come True
Japan,6,2004-05-01,Moments,Ayumi Hamasaki
Japan,7,2004-05-01,Hitomi Wo Tojite,Ken Hirai
Japan,8,2004-05-01,Kaban,Aiko
Japan,9,2004-05-01,Siren,Asian Kung-fu Generation
Japan,10,2004-05-01,Old Fashioned Love Song,Rag Fair
Japan,11,2004-05-01,"1,000,000 Monsters Attack",Soul'd Out
Japan,12,2004-05-01,Valon,Ilmari & Salyu
Japan,13,2004-05-01,Dream X Dream,Rina Aiuchi
Japan,14,2004-05-01,Sakurambo,Ai Otsuka
Japan,15,2004-05-01,Sound Of Music,Tamio Okuda
Japan,16,2004-05-01,Paddle,Mr Children
Japan,17,2004-05-01,Jupiter,Ayaka Hirahara
Japan,18,2004-05-01,Lucky Cha Cha Cha!,Mini Moni
Japan,19,2004-05-01,Go!!!,Flow
Japan,20,2004-05-01,Seven,Mika Nakashima
Japan,1,2004-04-24,Aya,Southern All Stars
Japan,2,2004-04-24,Arue,Bump Of Chicken
Japan,3,2004-04-24,Moments,Ayumi Hamasaki
Japan,4,2004-04-24,Siren,Asian Kung-fu Generation
Japan,5,2004-04-24,Seven,Mika Nakashima
Japan,6,2004-04-24,Darekano Negai Ga Kanau Koro,Hikaru Utada
Japan,7,2004-04-24,Sakurambo,Ai Otsuka
Japan,1,2004-04-17,Moments,Ayumi Hamasaki
Japan,2,2004-04-17,Arue,Bump Of Chicken
Japan,3,2004-04-17,Aya,Southern All Stars
Japan,4,2004-04-17,Seven,Mika Nakashima
Japan,1,2004-04-10,Moments,Ayumi Hamasaki
Japan,2,2004-04-10,Arue,Bump Of Chicken
Japan,3,2004-04-10,The Love Bug,M-flo Loves Boa
Japan,1,2004-04-03,Wonderful Life,&g
Japan,2,2004-04-03,Michishirube,Orange Range
Japan,3,2004-04-03,Dandelion,Rip Slyme
Japan,4,2004-04-03,Yasashii Kiss Wo Shite,Dreams Come True
Japan,5,2004-04-03,The Love Bug,M-flo Loves Boa
Japan,6,2004-04-03,Subete Ga Boku No Chikaraninaru,Kuzu
Japan,1,2004-03-27,Michishirube,Orange Range
Japan,2,2004-03-27,Dandelion,Rip Slyme
Japan,3,2004-03-27,Wonderful Life,&g
Japan,4,2004-03-27,Yasashii Kiss Wo Shite,Dreams Come True
Japan,5,2004-03-27,Hitomi No Jynin,L'Arc-en-Ciel
Japan,6,2004-03-27,The Love Bug,M-flo Loves Boa
Japan,7,2004-03-27,Subete Ga Boku No Chikaraninaru,Kuzu
Japan,8,2004-03-27,Jupiter,Ayaka Hirahara
Japan,9,2004-03-27,Chapter 01,Hitomi Yaida
Japan,10,2004-03-27,Just A Little While,Janet Jackson
Japan,11,2004-03-27,Hanamizuki,Yo Hitoto
Japan,12,2004-03-27,Sakura,Kyougo Kawaguchi
Japan,13,2004-03-27,Everybody Needs Somebody,Love Psychedelico
Japan,14,2004-03-27,Glory Days,175r
Japan,15,2004-03-27,I Was Born To Love You,Queen
Japan,16,2004-03-27,Sayonara No Love Song,Maki Goto
Japan,17,2004-03-27,Dip It Low,Christina Milian
Japan,18,2004-03-27,Sakurambo,Ai Otsuka
Japan,19,2004-03-27,Alarm,Namie Amuro
Japan,1,2004-03-20,Yasashii Kiss Wo Shite,Dreams Come True
Japan,2,2004-03-20,Michishirube,Orange Range
Japan,3,2004-03-20,Wonderful Life,&g
Japan,4,2004-03-20,Hitomi No Jynin,L'Arc-en-Ciel
Japan,5,2004-03-20,Dandelion,Rip Slyme
Japan,6,2004-03-20,Pieces,W-inds
Japan,7,2004-03-20,Hanamizuki,Yo Hitoto
Japan,8,2004-03-20,Jupiter,Ayaka Hirahara
Japan,9,2004-03-20,Masshiro,Kazumasa Oda
Japan,10,2004-03-20,Glory Days,175r
Japan,11,2004-03-20,Everybody Needs Somebody,Love Psychedelico
Japan,12,2004-03-20,Sakura,Kyougo Kawaguchi
Japan,13,2004-03-20,Hyacinth,Aya Matsuura
Japan,14,2004-03-20,I Was Born To Love You,Queen
Japan,15,2004-03-20,The Love Bug,M-flo Loves Boa
Japan,16,2004-03-20,Just A Little While,Janet Jackson
Japan,17,2004-03-20,Amaembo,Ai Otsuka
Japan,18,2004-03-20,Sunrise,Norah Jones
Japan,19,2004-03-20,Soraai,Every Little Thing
Japan,20,2004-03-20,Sakurambo,Ai Otsuka
Japan,1,2004-03-13,Yasashii Kiss Wo Shite,Dreams Come True
Japan,2,2004-03-13,Hitomi No Jynin,L'Arc-en-Ciel
Japan,3,2004-03-13,Michishirube,Orange Range
Japan,4,2004-03-13,Glory Days,175r
Japan,5,2004-03-13,Masshiro,Kazumasa Oda
Japan,6,2004-03-13,Hanamizuki,Yo Hitoto
Japan,7,2004-03-13,Jupiter,Ayaka Hirahara
Japan,8,2004-03-13,Transister G Girl,Tokio
Japan,9,2004-03-13,Ready Steady Go,L'Arc-en-Ciel
Japan,10,2004-03-13,Pika*nchi,Arashi
Japan,11,2004-03-13,Everybody Needs Somebody,Love Psychedelico
Japan,12,2004-03-13,I Was Born To Love You,Queen
Japan,13,2004-03-13,Amaembo,Ai Otsuka
Japan,14,2004-03-13,Wonderful Life,&g
Japan,15,2004-03-13,Sunrise,Norah Jones
Japan,16,2004-03-13,Soraai,Every Little Thing
Japan,17,2004-03-13,Just A Little While,Janet Jackson
Japan,18,2004-03-13,Sakura Mankai,Morning Musume
Japan,19,2004-03-13,Spoon,Ryuichi Kawamura
Japan,20,2004-03-13,Pieces,W-inds
Japan,1,2004-03-06,Yasashii Kiss Wo Shite,Dreams Come True
Japan,2,2004-03-06,Michishirube,Orange Range
Japan,3,2004-03-06,Jupiter,Ayaka Hirahara
Japan,4,2004-03-06,Ready Steady Go,L'Arc-en-Ciel
Japan,5,2004-03-06,Pika*nchi,Arashi
Japan,6,2004-03-06,Hanamizuki,Yo Hitoto
Japan,7,2004-03-06,Albireo,T.m.revolution
Japan,8,2004-03-06,Masshiro,Kazumasa Oda
Japan,9,2004-03-06,Soraai,Every Little Thing
Japan,10,2004-03-06,Sakura Mankai,Morning Musume
Japan,11,2004-03-06,Sunrise,Norah Jones
Japan,12,2004-03-06,Hitomi No Jynin,L'Arc-en-Ciel
Japan,13,2004-03-06,I Was Born To Love You,Queen
Japan,14,2004-03-06,So In Vain,Chemistry
Japan,15,2004-03-06,Yyjt,Morning Musume
Japan,16,2004-03-06,Magic In Your Eyes,Tommy February
Japan,17,2004-03-06,Rock'n Roll,Quruli
Japan,18,2004-03-06,Just A Little While,Janet Jackson
Japan,19,2004-03-06,Amaembo,Ai Otsuka
Japan,20,2004-03-06,Glory Days,175r
Japan,1,2004-02-28,Jupiter,Ayaka Hirahara
Japan,2,2004-02-28,Ready Steady Go,L'Arc-en-Ciel
Japan,3,2004-02-28,Yasashii Kiss Wo Shite,Dreams Come True
Japan,4,2004-02-28,Pika*nchi,Arashi
Japan,5,2004-02-28,Hanamizuki,Yo Hitoto
Japan,6,2004-02-28,So In Vain,Chemistry
Japan,7,2004-02-28,Sakura,Kyougo Kawaguchi
Japan,8,2004-02-28,Rock'n Roll,Quruli
Japan,9,2004-02-28,Magic In Your Eyes,Tommy February
Japan,10,2004-02-28,Kibt No Hashi,Alfee
Japan,11,2004-02-28,"One Day, One Dream",Tackey & Tsubasa
Japan,12,2004-02-28,Sunrise,Norah Jones
Japan,13,2004-02-28,Stargazer,Spitz
Japan,14,2004-02-28,I Was Born To Love You,Queen
Japan,15,2004-02-28,Toki No Shizuku,Glay
Japan,16,2004-02-28,Groovin',Misia
Japan,17,2004-02-28,Michishirube,Orange Range
Japan,18,2004-02-28,Sakura Mankai,Morning Musume
Japan,19,2004-02-28,Ryysei,Flow
Japan,20,2004-02-28,Albireo,T.m.revolution
Japan,1,2004-02-21,Ready Steady Go,L'Arc-en-Ciel
Japan,2,2004-02-21,Jupiter,Ayaka Hirahara
Japan,3,2004-02-21,Stargazer,Spitz
Japan,4,2004-02-21,So In Vain,Chemistry
Japan,5,2004-02-21,Sakura,Kyougo Kawaguchi
Japan,6,2004-02-21,Toki No Shizuku,Glay
Japan,7,2004-02-21,Rock'n Roll,Quruli
Japan,8,2004-02-21,Magic In Your Eyes,Tommy February
Japan,9,2004-02-21,"One Day, One Dream",Tackey & Tsubasa
Japan,10,2004-02-21,Hanamizuki,Yo Hitoto
Japan,11,2004-02-21,I Was Born To Love You,Queen
Japan,12,2004-02-21,Sunrise,Norah Jones
Japan,13,2004-02-21,Groovin',Misia
Japan,14,2004-02-21,Pika*nchi,Arashi
Japan,15,2004-02-21,Ne Ganbaruyo,Kinki Kids
Japan,16,2004-02-21,Hontowane.,Sonim
Japan,17,2004-02-21,Yasashii Kiss Wo Shite,Dreams Come True
Japan,18,2004-02-21,Nude,Vo Vo Tau
Japan,19,2004-02-21,Sakurambo,Ai Otsuka
Japan,20,2004-02-21,Just A Little While,Janet Jackson
Japan,1,2004-02-14,Ready Steady Go,L'Arc-en-Ciel
Japan,2,2004-02-14,So In Vain,Chemistry
Japan,3,2004-02-14,Jupiter,Ayaka Hirahara
Japan,4,2004-02-14,Stargazer,Spitz
Japan,5,2004-02-14,Toki No Shizuku,Glay
Japan,6,2004-02-14,Sakura,Kyougo Kawaguchi
Japan,7,2004-02-14,Ne Ganbaruyo,Kinki Kids
Japan,8,2004-02-14,I Was Born To Love You,Queen
Japan,9,2004-02-14,Rock'n Roll,Quruli
Japan,10,2004-02-14,Machikado,Gospellers
Japan,11,2004-02-14,Sunrise,Norah Jones
Japan,12,2004-02-14,Sotsugyo,Zone
Japan,13,2004-02-14,Magic In Your Eyes,Tommy February
Japan,14,2004-02-14,Kiseki No Kaori Dance.,Aya Matsuura
Japan,15,2004-02-14,Taiyo,Naotarou Moriyama
Japan,16,2004-02-14,Ai No Tameni,Aya Ueto
Japan,17,2004-02-14,Scary,Mad Capsule Markets
Japan,18,2004-02-14,Sekai Ni Hitosydakeno Hana,Smap
Japan,19,2004-02-14,"One Day, One Dream",Tackey & Tsubasa
Japan,20,2004-02-14,Powerless,Nelly Furtado
Japan,1,2004-02-07,Stargazer,Spitz
Japan,2,2004-02-07,Toki No Shizuku,Glay
Japan,3,2004-02-07,Jupiter,Ayaka Hirahara
Japan,4,2004-02-07,So In Vain,Chemistry
Japan,5,2004-02-07,Ne Ganbaruyo,Kinki Kids
Japan,6,2004-02-07,Sakura,Kyougo Kawaguchi
Japan,7,2004-02-07,Kiseki No Kaori Dance.,Aya Matsuura
Japan,8,2004-02-07,Machikado,Gospellers
Japan,9,2004-02-07,Ready Steady Go,L'Arc-en-Ciel
Japan,10,2004-02-07,Taiyo,Naotarou Moriyama
Japan,11,2004-02-07,I Was Born To Love You,Queen
Japan,12,2004-02-07,Sekai Ni Hitosydakeno Hana,Smap
Japan,13,2004-02-07,Kurumi,Mr Children
Japan,14,2004-02-07,Shining Star,Nami Tamaki
Japan,15,2004-02-07,Powerless,Nelly Furtado
Japan,16,2004-02-07,Ai Araba It's All Right,Morning Musume
Japan,17,2004-02-07,Sunrise,Norah Jones
Japan,18,2004-02-07,Sotsugyo,Zone
Japan,19,2004-02-07,Propose,Tube
Japan,20,2004-02-07,Ai No Tameni,Aya Ueto
Japan,1,2004-01-31,Stargazer,Spitz
Japan,2,2004-01-31,Ne Ganbaruyo,Kinki Kids
Japan,3,2004-01-31,Jupiter,Ayaka Hirahara
Japan,4,2004-01-31,Toki No Shizuku,Glay
Japan,5,2004-01-31,Sakura,Kyougo Kawaguchi
Japan,6,2004-01-31,Kurumi,Mr Children
Japan,7,2004-01-31,Taiyo,Naotarou Moriyama
Japan,8,2004-01-31,Ai Araba It's All Right,Morning Musume
Japan,9,2004-01-31,Sekai Ni Hitosydakeno Hana,Smap
Japan,10,2004-01-31,So In Vain,Chemistry
